loan_id,customer_id,loan_amount,interest_rate,issue_date,loan_status,annual_income,employment_length,scheduled_payment_date,actual_payment_date,amount_due,amount_paid,DaysPastDue,OutstandingBalance,DelinquencyTier
LN000550,10550,31023,6.0,2022-02-05,Fully Paid,29273,5 years,2022-05-06,2022-05-08,1481.27,307.88,2,30715.12,Bucket 1 (Low Risk)
LN000551,10551,19078,21.4,2022-01-23,Default,97340,5 years,2022-10-20,,967.59,0.0,1355,19078.0,Default / Write-Off
LN000552,10552,42461,8.78,2022-02-08,Current,65922,1 year,2022-07-08,2022-07-11,599.83,1367.55,3,41093.45,Bucket 1 (Low Risk)
LN000553,10553,21793,20.6,2022-04-05,In Grace Period,174176,1 year,2023-03-31,2023-03-30,1251.49,1168.3,-1,20624.7,Current
LN000554,10554,16331,14.79,2023-12-08,Late,49999,5 years,2024-11-02,2024-12-15,1270.01,133.63,43,16197.37,Bucket 2 (Medium Risk)
LN000555,10555,30005,7.41,2022-02-27,Fully Paid,112658,2 years,2022-09-25,2022-09-29,444.65,1416.3,4,28588.7,Bucket 1 (Low Risk)
LN000556,10556,19858,19.46,2024-05-19,Late,27997,10+ years,2025-04-14,2025-06-06,929.26,148.72,53,19709.28,Bucket 2 (Medium Risk)
LN000557,10557,25926,15.72,2022-06-03,Current,82880,1 year,2022-07-03,2022-07-07,1203.41,1465.25,4,24460.75,Bucket 1 (Low Risk)
LN000558,10558,42699,15.09,2022-08-16,Current,128369,1 year,2022-11-14,2022-11-17,985.73,399.05,3,42299.95,Bucket 1 (Low Risk)
LN000559,10559,8231,15.87,2022-09-26,Current,156549,3 years,2023-09-21,2023-09-21,877.11,1214.44,0,7016.5599999999995,Bucket 1 (Low Risk)
LN000560,10560,17983,14.78,2023-10-30,In Grace Period,172106,5 years,2024-10-24,2024-10-25,619.51,590.78,1,17392.22,Bucket 1 (Low Risk)
LN000561,10561,33184,11.82,2023-08-13,Current,133418,3 years,2024-02-09,2024-02-12,713.43,528.59,3,32655.41,Bucket 1 (Low Risk)
LN000562,10562,47952,6.44,2022-11-09,Current,116676,5 years,2023-07-07,2023-07-07,1409.06,828.56,0,47123.44,Bucket 1 (Low Risk)
LN000563,10563,20301,9.59,2023-01-18,Current,47495,<1 year,2024-01-13,2024-01-11,1045.2,591.66,-2,19709.34,Current
LN000564,10564,14678,21.64,2024-04-19,Current,114986,10+ years,2024-06-18,2024-06-20,327.3,840.07,2,13837.93,Bucket 1 (Low Risk)
LN000565,10565,18697,19.32,2022-08-05,Current,162171,2 years,2023-05-02,2023-05-07,1490.76,1047.65,5,17649.35,Bucket 1 (Low Risk)
LN000566,10566,48795,6.33,2023-08-20,Fully Paid,163097,<1 year,2024-01-17,2024-01-17,540.84,372.13,0,48422.87,Bucket 1 (Low Risk)
LN000567,10567,45498,10.88,2023-04-22,Late,27184,<1 year,2023-11-18,2024-02-15,1322.5,344.18,89,45153.82,Bucket 3 (High Risk)
LN000568,10568,48260,12.48,2022-04-21,Current,126324,1 year,2022-11-17,2022-11-16,881.59,1384.65,-1,46875.35,Current
LN000569,10569,44131,15.57,2022-07-10,Current,145058,5 years,2023-07-05,2023-07-03,1406.72,347.7,-2,43783.3,Current
LN000570,10570,24983,12.0,2023-02-07,Late,29816,2 years,2024-01-03,2024-02-22,662.79,419.84,50,24563.16,Bucket 2 (Medium Risk)
LN000571,10571,37850,10.97,2022-03-05,Late,126494,<1 year,2022-11-30,2023-01-09,710.14,303.02,40,37546.98,Bucket 2 (Medium Risk)
LN000572,10572,30745,17.82,2022-03-31,Late,161503,10+ years,2023-01-25,2023-04-20,800.8,717.87,85,30027.13,Bucket 3 (High Risk)
LN000573,10573,42545,8.75,2022-11-16,Fully Paid,111320,3 years,2023-08-13,2023-08-13,466.29,548.11,0,41996.89,Bucket 1 (Low Risk)
LN000574,10574,40478,18.31,2022-07-27,Fully Paid,106002,10+ years,2023-07-22,2023-07-22,1390.8,816.08,0,39661.92,Bucket 1 (Low Risk)
LN000575,10575,14512,17.81,2023-08-02,Fully Paid,108229,<1 year,2024-04-28,2024-04-27,1307.43,520.96,-1,13991.04,Current
LN000576,10576,14536,19.09,2024-02-23,Current,133538,3 years,2024-07-22,2024-07-27,1286.04,1194.73,5,13341.27,Bucket 1 (Low Risk)
LN000577,10577,46736,22.8,2022-10-08,Current,74265,<1 year,2023-01-06,2023-01-06,1483.15,331.44,0,46404.56,Bucket 1 (Low Risk)
LN000578,10578,45432,10.8,2023-08-04,Late,85865,1 year,2024-06-29,2024-07-07,1125.77,423.34,8,45008.66,Bucket 1 (Low Risk)
LN000579,10579,36234,8.41,2024-05-16,Late,123031,1 year,2024-12-12,2025-02-17,496.54,526.46,67,35707.54,Bucket 3 (High Risk)
LN000580,10580,19829,6.58,2024-02-22,Fully Paid,95741,3 years,2024-06-21,2024-06-22,379.36,1209.33,1,18619.67,Bucket 1 (Low Risk)
LN000581,10581,33788,21.61,2023-05-17,Late,144942,1 year,2023-12-13,2024-02-07,1029.52,798.59,56,32989.41,Bucket 2 (Medium Risk)
LN000582,10582,29928,18.96,2023-02-08,Late,174929,5 years,2023-11-05,2024-01-16,1144.94,677.25,72,29250.75,Bucket 3 (High Risk)
LN000583,10583,7523,15.37,2023-04-08,Current,36119,1 year,2024-01-03,2024-01-07,347.1,1480.6,4,6042.4,Bucket 1 (Low Risk)
LN000584,10584,30388,15.29,2023-10-08,Fully Paid,74768,2 years,2024-06-04,2024-06-08,1228.41,1361.28,4,29026.72,Bucket 1 (Low Risk)
LN000585,10585,23737,14.3,2023-03-09,Current,39299,10+ years,2023-12-04,2023-12-04,1075.32,856.29,0,22880.71,Bucket 1 (Low Risk)
LN000586,10586,10927,19.01,2022-04-26,Current,178471,10+ years,2023-01-21,2023-01-21,688.15,771.68,0,10155.32,Bucket 1 (Low Risk)
LN000587,10587,6632,9.22,2023-08-28,Fully Paid,77935,3 years,2023-10-27,2023-10-29,1078.29,688.89,2,5943.11,Bucket 1 (Low Risk)
LN000588,10588,15747,18.93,2022-05-07,Current,142807,10+ years,2022-11-03,2022-11-02,760.9,928.58,-1,14818.42,Current
LN000589,10589,38532,17.02,2022-06-13,Current,124773,<1 year,2022-09-11,2022-09-14,1091.44,978.59,3,37553.41,Bucket 1 (Low Risk)
LN000590,10590,14836,8.92,2022-05-29,Current,38450,3 years,2022-10-26,2022-10-28,1453.16,1176.19,2,13659.81,Bucket 1 (Low Risk)
LN000591,10591,23925,17.28,2022-05-01,Fully Paid,78176,<1 year,2023-02-25,2023-02-27,897.15,314.65,2,23610.35,Bucket 1 (Low Risk)
LN000592,10592,37679,15.78,2022-01-06,Late,154359,1 year,2022-05-06,2022-07-25,844.49,693.52,80,36985.48,Bucket 3 (High Risk)
LN000593,10593,33958,7.43,2023-09-07,Current,168482,2 years,2024-07-03,2024-07-04,477.91,358.7,1,33599.3,Bucket 1 (Low Risk)
LN000594,10594,47813,12.28,2022-05-29,Fully Paid,176543,5 years,2022-10-26,2022-10-29,358.84,1404.46,3,46408.54,Bucket 1 (Low Risk)
LN000595,10595,32325,23.89,2022-06-15,Late,175020,5 years,2022-09-13,2022-11-15,732.23,774.4,63,31550.6,Bucket 3 (High Risk)
LN000596,10596,7348,7.68,2022-11-03,Current,124336,<1 year,2023-06-01,2023-05-31,461.45,651.4,-1,6696.6,Current
LN000597,10597,22984,11.93,2023-02-28,In Grace Period,79801,5 years,2023-03-30,2023-03-29,1475.22,985.64,-1,21998.36,Current
LN000598,10598,39665,23.77,2023-05-11,Late,100284,3 years,2024-03-06,2024-04-20,990.17,333.69,45,39331.31,Bucket 2 (Medium Risk)
LN000599,10599,45844,12.37,2022-05-13,Late,155127,5 years,2023-05-08,2023-08-01,1269.58,547.97,85,45296.03,Bucket 3 (High Risk)
LN000600,10600,44938,10.19,2022-10-25,Fully Paid,25414,<1 year,2022-11-24,2022-11-29,441.51,1050.55,5,43887.45,Bucket 1 (Low Risk)
LN000601,10601,18587,20.39,2023-03-01,Current,112501,2 years,2023-11-26,2023-11-27,541.42,313.56,1,18273.44,Bucket 1 (Low Risk)
LN000602,10602,23456,10.58,2022-03-11,Current,157825,5 years,2022-09-07,2022-09-05,699.94,436.6,-2,23019.4,Current
LN000603,10603,30955,19.04,2023-09-23,Fully Paid,71040,1 year,2024-03-21,2024-03-24,874.93,1406.74,3,29548.26,Bucket 1 (Low Risk)
LN000604,10604,36096,20.35,2023-10-24,Current,65733,10+ years,2024-06-20,2024-06-23,1277.0,854.96,3,35241.04,Bucket 1 (Low Risk)
LN000605,10605,8671,21.03,2022-11-03,In Grace Period,107707,5 years,2023-07-31,2023-07-29,1122.59,549.91,-2,8121.09,Current
LN000606,10606,28173,7.19,2022-06-02,Current,33171,2 years,2022-12-29,2022-12-29,767.48,985.18,0,27187.82,Bucket 1 (Low Risk)
LN000607,10607,44006,8.1,2024-03-12,Default,107444,10+ years,2024-04-11,,625.8,0.0,816,44006.0,Default / Write-Off
LN000608,10608,10688,14.95,2022-09-01,Current,104332,1 year,2023-05-29,2023-05-31,749.06,510.02,2,10177.98,Bucket 1 (Low Risk)
LN000609,10609,7450,20.0,2022-04-05,Current,31536,3 years,2022-12-31,2022-12-31,1408.36,528.25,0,6921.75,Bucket 1 (Low Risk)
LN000610,10610,39316,11.59,2022-12-02,Current,50756,5 years,2023-10-28,2023-10-28,343.86,546.22,0,38769.78,Bucket 1 (Low Risk)
LN000611,10611,30400,18.85,2023-06-19,Current,106521,<1 year,2024-05-14,2024-05-13,1367.02,699.95,-1,29700.05,Current
LN000612,10612,11756,15.37,2023-11-06,Late,30893,5 years,2024-04-04,2024-06-29,685.06,902.92,86,10853.08,Bucket 3 (High Risk)
LN000613,10613,17618,11.16,2023-06-30,Current,140635,10+ years,2023-08-29,2023-08-31,628.36,479.18,2,17138.82,Bucket 1 (Low Risk)
LN000614,10614,5999,23.25,2023-07-28,In Grace Period,79153,5 years,2024-01-24,2024-01-27,1431.93,625.26,3,5373.74,Bucket 1 (Low Risk)
LN000615,10615,23564,16.33,2022-06-25,Current,113798,5 years,2023-02-20,2023-02-18,864.88,456.09,-2,23107.91,Current
LN000616,10616,49269,6.91,2023-01-28,Current,136795,3 years,2023-04-28,2023-05-03,674.93,1039.58,5,48229.42,Bucket 1 (Low Risk)
LN000617,10617,17985,18.83,2023-11-18,Fully Paid,45590,3 years,2024-09-13,2024-09-13,1262.82,411.5,0,17573.5,Bucket 1 (Low Risk)
LN000618,10618,35688,7.75,2022-11-14,Late,147000,3 years,2023-03-14,2023-04-16,1374.84,229.35,33,35458.65,Bucket 2 (Medium Risk)
LN000619,10619,21911,22.43,2023-02-06,Current,111593,2 years,2023-10-04,2023-10-09,870.4,336.32,5,21574.68,Bucket 1 (Low Risk)
LN000620,10620,28032,14.62,2024-05-16,Current,116387,5 years,2025-03-12,2025-03-12,786.82,909.54,0,27122.46,Bucket 1 (Low Risk)
LN000621,10621,12011,11.87,2023-10-28,Current,104198,5 years,2024-06-24,2024-06-28,586.29,1008.64,4,11002.36,Bucket 1 (Low Risk)
LN000622,10622,20970,15.86,2023-05-09,Current,114316,1 year,2024-05-03,2024-05-07,822.42,1241.18,4,19728.82,Bucket 1 (Low Risk)
LN000623,10623,27426,15.8,2022-08-30,Current,45419,10+ years,2023-08-25,2023-08-30,1015.29,437.19,5,26988.81,Bucket 1 (Low Risk)
LN000624,10624,26323,15.99,2024-04-21,Current,105749,3 years,2024-06-20,2024-06-19,1015.69,1122.61,-1,25200.39,Current
LN000625,10625,29832,11.89,2023-10-23,Late,48732,1 year,2024-01-21,2024-04-09,1063.36,912.93,79,28919.07,Bucket 3 (High Risk)
LN000626,10626,5012,19.63,2023-11-08,Current,164265,2 years,2024-06-05,2024-06-10,1117.82,534.8,5,4477.2,Bucket 1 (Low Risk)
LN000627,10627,25748,11.4,2024-03-24,Fully Paid,104835,3 years,2025-03-19,2025-03-22,999.27,1488.35,3,24259.65,Bucket 1 (Low Risk)
LN000628,10628,45074,23.76,2023-02-18,Fully Paid,102118,<1 year,2023-08-17,2023-08-15,972.04,301.01,-2,44772.99,Current
LN000629,10629,28543,7.97,2022-10-16,Fully Paid,86667,3 years,2023-10-11,2023-10-15,1154.13,1050.26,4,27492.74,Bucket 1 (Low Risk)
LN000630,10630,31609,12.87,2023-07-13,Current,70458,3 years,2023-10-11,2023-10-12,1311.99,966.51,1,30642.49,Bucket 1 (Low Risk)
LN000631,10631,28611,21.12,2022-06-07,Current,57911,1 year,2022-07-07,2022-07-06,472.8,1078.07,-1,27532.93,Current
LN000632,10632,36896,17.84,2022-05-20,Current,134014,3 years,2023-05-15,2023-05-19,845.27,1047.9,4,35848.1,Bucket 1 (Low Risk)
LN000633,10633,32795,15.94,2023-04-06,Current,84176,1 year,2023-11-02,2023-10-31,1316.16,993.53,-2,31801.47,Current
LN000634,10634,20515,18.82,2022-10-03,Current,168174,5 years,2023-04-01,2023-03-30,981.78,1473.88,-2,19041.12,Current
LN000635,10635,29155,8.04,2023-05-09,Fully Paid,45988,1 year,2024-05-03,2024-05-05,393.88,857.92,2,28297.08,Bucket 1 (Low Risk)
LN000636,10636,44981,7.59,2023-04-29,Late,45468,10+ years,2024-03-24,2024-06-06,675.0,818.29,74,44162.71,Bucket 3 (High Risk)
LN000637,10637,8458,22.26,2023-07-02,Default,147911,3 years,2024-03-28,,1387.27,0.0,830,8458.0,Default / Write-Off
LN000638,10638,42615,19.21,2023-03-08,Current,102232,2 years,2023-06-06,2023-06-04,1017.16,1134.06,-2,41480.94,Current
LN000639,10639,24927,19.09,2023-08-01,Current,149036,5 years,2023-10-30,2023-10-28,650.1,1087.58,-2,23839.42,Current
LN000640,10640,45915,6.49,2023-05-12,Current,157538,<1 year,2023-10-09,2023-10-11,637.17,459.05,2,45455.95,Bucket 1 (Low Risk)
LN000641,10641,21839,6.26,2022-04-25,Late,64619,10+ years,2022-12-21,2023-02-11,613.5,827.06,52,21011.94,Bucket 2 (Medium Risk)
LN000642,10642,20479,14.73,2024-03-29,In Grace Period,33674,2 years,2024-05-28,2024-05-28,1286.07,1014.65,0,19464.35,Bucket 1 (Low Risk)
LN000643,10643,37502,19.55,2023-02-27,Default,87376,10+ years,2023-10-25,,1171.2,0.0,985,37502.0,Default / Write-Off
LN000644,10644,15963,9.8,2024-01-22,Fully Paid,39241,10+ years,2024-06-20,2024-06-19,856.82,363.03,-1,15599.97,Current
LN000645,10645,36210,11.42,2024-02-04,Fully Paid,164597,1 year,2024-09-01,2024-09-05,474.18,869.51,4,35340.49,Bucket 1 (Low Risk)
LN000646,10646,33490,6.21,2024-03-27,Current,107755,5 years,2025-02-20,2025-02-18,937.55,416.84,-2,33073.16,Current
LN000647,10647,28188,23.21,2023-03-19,Late,96457,2 years,2023-08-16,2023-09-24,606.41,822.08,39,27365.92,Bucket 2 (Medium Risk)
LN000648,10648,43284,13.04,2024-03-02,Late,88385,10+ years,2025-01-26,2025-04-16,923.94,793.45,80,42490.55,Bucket 3 (High Risk)
LN000649,10649,49414,18.43,2022-07-04,Current,27772,10+ years,2022-08-03,2022-08-02,417.24,314.35,-1,49099.65,Current
LN000650,10650,11809,18.34,2022-12-26,Current,99264,2 years,2023-04-25,2023-04-23,410.33,328.44,-2,11480.56,Current
LN000651,10651,43937,17.82,2024-05-05,Current,56926,10+ years,2024-07-04,2024-07-03,455.89,1327.73,-1,42609.27,Current
LN000652,10652,48017,19.75,2023-10-26,In Grace Period,73435,<1 year,2024-10-20,2024-10-20,860.35,604.0,0,47413.0,Bucket 1 (Low Risk)
LN000653,10653,9962,17.5,2022-10-11,Default,109778,2 years,2023-01-09,,1236.88,0.0,1274,9962.0,Default / Write-Off
LN000654,10654,23172,19.99,2023-01-27,Current,40744,2 years,2023-06-26,2023-06-26,890.07,828.69,0,22343.31,Bucket 1 (Low Risk)
LN000655,10655,18151,16.99,2022-07-02,Late,53424,1 year,2023-03-29,2023-05-28,1072.01,296.55,60,17854.45,Bucket 2 (Medium Risk)
LN000656,10656,33939,18.88,2022-04-16,Current,43458,5 years,2023-04-11,2023-04-13,322.52,1232.68,2,32706.32,Bucket 1 (Low Risk)
LN000657,10657,37617,8.68,2023-10-18,Current,34918,10+ years,2024-05-15,2024-05-17,695.8,481.93,2,37135.07,Bucket 1 (Low Risk)
LN000658,10658,30646,16.34,2023-06-12,Late,153628,3 years,2024-01-08,2024-03-04,1237.12,859.64,56,29786.36,Bucket 2 (Medium Risk)
LN000659,10659,9594,15.72,2022-01-04,Current,151370,<1 year,2022-10-31,2022-11-03,663.39,700.13,3,8893.87,Bucket 1 (Low Risk)
LN000660,10660,8617,17.38,2023-10-25,Current,165149,2 years,2023-12-24,2023-12-29,647.95,1212.54,5,7404.46,Bucket 1 (Low Risk)
LN000661,10661,18311,9.18,2022-02-10,Fully Paid,75070,2 years,2023-02-05,2023-02-09,1056.74,1375.75,4,16935.25,Bucket 1 (Low Risk)
LN000662,10662,28544,14.76,2023-10-10,Current,74666,1 year,2023-11-09,2023-11-10,1495.66,330.44,1,28213.56,Bucket 1 (Low Risk)
LN000663,10663,20629,14.81,2022-03-06,Default,105669,3 years,2022-12-01,,1457.94,0.0,1313,20629.0,Default / Write-Off
LN000664,10664,34445,23.4,2022-01-17,Current,39694,2 years,2023-01-12,2023-01-10,554.01,786.61,-2,33658.39,Current
LN000665,10665,47850,18.01,2023-04-15,Fully Paid,165656,1 year,2024-04-09,2024-04-10,344.25,1409.78,1,46440.22,Bucket 1 (Low Risk)
LN000666,10666,14279,14.8,2022-01-20,Current,37006,1 year,2023-01-15,2023-01-15,1059.19,317.24,0,13961.76,Bucket 1 (Low Risk)
LN000667,10667,25141,20.77,2022-04-10,Current,69745,5 years,2022-06-09,2022-06-08,1013.97,437.02,-1,24703.98,Current
LN000668,10668,45345,9.97,2024-04-03,Current,113432,10+ years,2025-02-27,2025-03-03,1471.02,689.08,4,44655.92,Bucket 1 (Low Risk)
LN000669,10669,42746,15.83,2022-11-26,Fully Paid,80897,<1 year,2023-09-22,2023-09-22,444.89,702.6,0,42043.4,Bucket 1 (Low Risk)
LN000670,10670,14256,19.64,2022-06-22,Late,170072,1 year,2023-02-17,2023-03-25,348.84,933.11,36,13322.89,Bucket 2 (Medium Risk)
LN000671,10671,11551,20.24,2023-10-10,Late,66354,<1 year,2024-06-06,2024-06-21,515.3,105.71,15,11445.29,Bucket 1 (Low Risk)
LN000672,10672,10841,18.72,2023-08-31,Fully Paid,134110,10+ years,2024-04-27,2024-04-27,1067.79,547.39,0,10293.61,Bucket 1 (Low Risk)
LN000673,10673,39281,14.11,2022-09-02,Fully Paid,34862,5 years,2022-12-01,2022-12-06,405.63,1034.46,5,38246.54,Bucket 1 (Low Risk)
LN000674,10674,24739,12.26,2022-01-05,In Grace Period,75306,<1 year,2022-10-02,2022-10-01,1335.28,1042.71,-1,23696.29,Current
LN000675,10675,40371,15.14,2023-04-21,Default,79554,2 years,2023-05-21,,532.46,0.0,1142,40371.0,Default / Write-Off
LN000676,10676,14779,18.33,2023-05-01,Current,66880,10+ years,2023-05-31,2023-05-29,642.08,1073.83,-2,13705.17,Current
LN000677,10677,33486,10.52,2023-09-24,Fully Paid,143789,<1 year,2023-11-23,2023-11-21,511.07,1409.83,-2,32076.17,Current
LN000678,10678,6904,14.73,2022-04-29,Current,86682,10+ years,2022-12-25,2022-12-28,1196.5,802.88,3,6101.12,Bucket 1 (Low Risk)
LN000679,10679,26344,10.14,2022-04-23,Current,50706,1 year,2023-04-18,2023-04-22,750.64,1343.86,4,25000.14,Bucket 1 (Low Risk)
LN000680,10680,19461,7.32,2023-08-23,Current,139259,1 year,2023-12-21,2023-12-26,748.18,513.67,5,18947.33,Bucket 1 (Low Risk)
LN000681,10681,34998,18.96,2023-10-10,Current,95698,1 year,2024-04-07,2024-04-07,982.4,338.51,0,34659.49,Bucket 1 (Low Risk)
LN000682,10682,23389,8.46,2024-05-22,Current,134634,1 year,2024-11-18,2024-11-19,1024.36,1363.69,1,22025.31,Bucket 1 (Low Risk)
LN000683,10683,46811,23.15,2022-06-24,In Grace Period,169901,1 year,2022-08-23,2022-08-27,887.06,1328.37,4,45482.63,Bucket 1 (Low Risk)
LN000684,10684,19184,16.65,2024-05-07,Current,28802,10+ years,2024-12-03,2024-12-04,821.1,597.4,1,18586.6,Bucket 1 (Low Risk)
LN000685,10685,19575,22.05,2023-08-29,Fully Paid,175392,<1 year,2024-03-26,2024-03-24,864.78,348.07,-2,19226.93,Current
LN000686,10686,38044,6.61,2023-06-28,Current,50689,3 years,2024-02-23,2024-02-24,1203.69,399.71,1,37644.29,Bucket 1 (Low Risk)
LN000687,10687,31648,23.1,2022-05-16,Current,87668,10+ years,2022-07-15,2022-07-13,665.8,875.74,-2,30772.26,Current
LN000688,10688,35099,21.44,2024-02-05,In Grace Period,144233,3 years,2024-05-05,2024-05-09,1345.86,521.93,4,34577.07,Bucket 1 (Low Risk)
LN000689,10689,46078,14.36,2023-10-11,Current,43533,3 years,2024-10-05,2024-10-08,655.91,937.1,3,45140.9,Bucket 1 (Low Risk)
LN000690,10690,22680,18.56,2023-09-20,In Grace Period,79302,10+ years,2023-11-19,2023-11-22,365.77,1182.91,3,21497.09,Bucket 1 (Low Risk)
LN000691,10691,49214,12.55,2022-02-22,Current,120837,3 years,2022-12-19,2022-12-17,510.32,738.69,-2,48475.31,Current
LN000692,10692,41620,18.69,2023-07-29,Late,78664,1 year,2024-01-25,2024-02-29,1078.85,585.67,35,41034.33,Bucket 2 (Medium Risk)
LN000693,10693,43018,21.68,2023-12-21,Current,84097,2 years,2024-06-18,2024-06-20,807.51,904.28,2,42113.72,Bucket 1 (Low Risk)
LN000694,10694,8569,7.14,2022-12-20,Current,156452,5 years,2023-02-18,2023-02-23,1113.97,1151.79,5,7417.21,Bucket 1 (Low Risk)
LN000695,10695,39921,22.19,2023-04-08,Late,42203,1 year,2023-12-04,2023-12-20,1377.54,172.15,16,39748.85,Bucket 1 (Low Risk)
LN000696,10696,23898,23.25,2022-03-20,Current,97336,<1 year,2023-03-15,2023-03-15,1349.99,895.59,0,23002.41,Bucket 1 (Low Risk)
LN000697,10697,39123,23.14,2022-01-24,Current,166933,1 year,2022-09-21,2022-09-24,1185.25,804.16,3,38318.84,Bucket 1 (Low Risk)
LN000698,10698,6407,11.25,2022-03-06,Current,85903,5 years,2023-01-30,2023-02-02,711.35,794.03,3,5612.97,Bucket 1 (Low Risk)
LN000699,10699,47339,20.16,2023-05-13,In Grace Period,163979,5 years,2024-01-08,2024-01-13,458.35,664.9,5,46674.1,Bucket 1 (Low Risk)
LN000700,10700,25086,9.09,2022-09-24,Current,122491,2 years,2022-10-24,2022-10-24,847.11,723.75,0,24362.25,Bucket 1 (Low Risk)
LN000701,10701,15902,17.14,2022-06-14,Late,99775,1 year,2022-09-12,2022-12-11,493.51,815.01,90,15086.99,Bucket 3 (High Risk)
LN000702,10702,12662,6.74,2022-11-21,In Grace Period,140576,2 years,2023-05-20,2023-05-20,1148.56,546.19,0,12115.81,Bucket 1 (Low Risk)
LN000703,10703,48617,11.7,2022-12-19,Current,142552,5 years,2023-03-19,2023-03-21,329.91,445.79,2,48171.21,Bucket 1 (Low Risk)
LN000704,10704,37729,19.83,2023-04-15,Fully Paid,65908,<1 year,2024-04-09,2024-04-12,654.67,1076.69,3,36652.31,Bucket 1 (Low Risk)
LN000705,10705,23994,23.45,2024-02-12,Fully Paid,175399,10+ years,2024-05-12,2024-05-17,434.78,706.42,5,23287.58,Bucket 1 (Low Risk)
LN000706,10706,36390,22.2,2022-05-23,Late,55638,2 years,2022-06-22,2022-08-17,564.44,655.77,56,35734.23,Bucket 2 (Medium Risk)
LN000707,10707,28422,7.66,2022-02-26,Late,76157,5 years,2022-11-23,2022-12-26,1220.51,803.16,33,27618.84,Bucket 2 (Medium Risk)
LN000708,10708,17826,6.41,2023-07-06,Fully Paid,47905,5 years,2024-02-01,2024-02-02,1023.81,888.56,1,16937.44,Bucket 1 (Low Risk)
LN000709,10709,38525,22.98,2023-11-14,Current,63783,10+ years,2024-06-11,2024-06-14,314.63,763.34,3,37761.66,Bucket 1 (Low Risk)
LN000710,10710,27604,12.32,2023-04-02,Fully Paid,47963,1 year,2024-03-27,2024-04-01,798.73,1189.83,5,26414.17,Bucket 1 (Low Risk)
LN000711,10711,33999,11.2,2024-04-05,Late,136105,10+ years,2024-11-01,2024-11-23,1017.52,851.96,22,33147.04,Bucket 1 (Low Risk)
LN000712,10712,14413,9.74,2023-05-02,Fully Paid,162704,2 years,2023-07-01,2023-07-05,791.35,406.14,4,14006.86,Bucket 1 (Low Risk)
LN000713,10713,22912,13.46,2023-07-24,Current,173875,1 year,2023-11-21,2023-11-21,647.36,1298.74,0,21613.26,Bucket 1 (Low Risk)
LN000714,10714,37151,6.76,2024-04-26,Current,178408,2 years,2024-12-22,2024-12-27,1249.46,569.42,5,36581.58,Bucket 1 (Low Risk)
LN000715,10715,15094,10.73,2023-10-18,Fully Paid,148873,<1 year,2024-09-12,2024-09-14,890.26,800.59,2,14293.41,Bucket 1 (Low Risk)
LN000716,10716,47256,10.41,2022-05-03,Default,154250,<1 year,2023-02-27,,1194.68,0.0,1225,47256.0,Default / Write-Off
LN000717,10717,43080,14.65,2023-03-23,Fully Paid,149791,10+ years,2023-05-22,2023-05-25,990.32,915.03,3,42164.97,Bucket 1 (Low Risk)
LN000718,10718,22009,8.93,2022-03-01,Current,145859,10+ years,2022-05-30,2022-06-02,627.2,495.97,3,21513.03,Bucket 1 (Low Risk)
LN000719,10719,32493,17.45,2022-12-31,Current,101457,5 years,2023-11-26,2023-11-25,1219.73,916.64,-1,31576.36,Current
LN000720,10720,17009,19.76,2023-09-06,Default,167530,2 years,2024-03-04,,1292.19,0.0,854,17009.0,Default / Write-Off
LN000721,10721,49890,20.4,2022-10-05,Late,120033,<1 year,2023-07-02,2023-09-19,472.46,416.47,79,49473.53,Bucket 3 (High Risk)
LN000722,10722,13975,15.33,2023-01-17,Default,133001,2 years,2023-04-17,,422.9,0.0,1176,13975.0,Default / Write-Off
LN000723,10723,15128,15.06,2024-05-01,Current,171448,5 years,2025-04-26,2025-04-25,1399.24,800.82,-1,14327.18,Current
LN000724,10724,12639,20.74,2022-01-18,Current,106677,10+ years,2022-07-17,2022-07-17,1367.67,1280.45,0,11358.55,Bucket 1 (Low Risk)
LN000725,10725,44167,15.42,2022-12-17,Current,104871,<1 year,2023-12-12,2023-12-11,1328.18,566.83,-1,43600.17,Current
LN000726,10726,14329,18.38,2022-11-11,Current,59135,<1 year,2023-06-09,2023-06-08,1229.63,393.28,-1,13935.72,Current
LN000727,10727,33262,6.77,2022-04-21,Current,159605,5 years,2022-05-21,2022-05-26,603.61,442.71,5,32819.29,Bucket 1 (Low Risk)
LN000728,10728,9341,11.43,2022-01-11,Default,57451,5 years,2022-05-11,,1005.12,0.0,1517,9341.0,Default / Write-Off
LN000729,10729,18108,9.33,2022-12-26,Current,63156,10+ years,2023-05-25,2023-05-28,1326.17,722.64,3,17385.36,Bucket 1 (Low Risk)
LN000730,10730,45170,10.35,2023-08-07,Current,176554,<1 year,2024-05-03,2024-05-04,1457.12,1158.97,1,44011.03,Bucket 1 (Low Risk)
LN000731,10731,16257,22.23,2023-07-05,Current,50869,1 year,2024-03-31,2024-04-05,1007.26,739.76,5,15517.24,Bucket 1 (Low Risk)
LN000732,10732,33813,18.12,2022-04-20,Current,118014,3 years,2022-11-16,2022-11-17,789.09,917.1,1,32895.9,Bucket 1 (Low Risk)
LN000733,10733,25596,8.23,2022-04-23,In Grace Period,154975,2 years,2023-04-18,2023-04-20,348.73,968.56,2,24627.44,Bucket 1 (Low Risk)
