loan_id,customer_id,loan_amount,interest_rate,issue_date,loan_status,annual_income,employment_length,scheduled_payment_date,actual_payment_date,amount_due,amount_paid,DaysPastDue,OutstandingBalance,DelinquencyTier,PD,LGD,EAD,Expected_Loss
LN000442,10442,39432,9.96,2022-07-08,In Grace Period,157419,1 year,2023-02-03,2023-02-07,565.44,410.33,4,39021.67,Bucket 1 (Low Risk),0.02,0.6,39021.67,468.26004
LN000443,10443,18982,17.94,2022-12-06,Current,82264,5 years,2023-09-02,2023-09-07,1288.43,1495.96,5,17486.04,Bucket 1 (Low Risk),0.02,0.6,17486.04,209.83248
LN000444,10444,47552,6.16,2023-11-16,Current,88005,10+ years,2024-09-11,2024-09-12,1119.06,1450.68,1,46101.32,Bucket 1 (Low Risk),0.02,0.6,46101.32,553.21584
LN000445,10445,26032,12.86,2024-03-26,Fully Paid,126155,2 years,2024-12-21,2024-12-23,920.24,329.65,2,25702.35,Bucket 1 (Low Risk),0.02,0.6,25702.35,308.4282
LN000446,10446,29573,15.26,2023-06-05,Current,36495,2 years,2024-04-30,2024-05-01,398.81,684.38,1,28888.62,Bucket 1 (Low Risk),0.02,0.6,28888.62,346.66344
LN000447,10447,11288,9.01,2024-03-02,In Grace Period,26921,10+ years,2024-05-01,2024-05-02,1228.3,1104.4,1,10183.6,Bucket 1 (Low Risk),0.02,0.6,10183.6,122.20320000000001
LN000448,10448,49918,13.64,2022-04-17,Current,139094,10+ years,2022-06-16,2022-06-16,1160.24,328.5,0,49589.5,Bucket 1 (Low Risk),0.02,0.6,49589.5,595.0740000000001
LN000449,10449,7482,7.58,2022-02-25,Current,91036,5 years,2022-04-26,2022-04-27,789.16,1393.18,1,6088.82,Bucket 1 (Low Risk),0.02,0.6,6088.82,73.06584
LN000450,10450,34564,17.34,2023-03-20,Current,127105,10+ years,2023-05-19,2023-05-17,1042.02,1069.71,-2,33494.29,Current,0.01,0.6,33494.29,200.96574
LN000451,10451,43378,6.82,2024-05-18,Current,156815,<1 year,2024-10-15,2024-10-17,637.82,1027.88,2,42350.12,Bucket 1 (Low Risk),0.02,0.6,42350.12,508.20144000000005
LN000452,10452,33683,12.87,2024-04-21,Late,149253,1 year,2025-01-16,2025-02-18,769.19,222.74,33,33460.26,Bucket 2 (Medium Risk),0.08,0.6,33460.26,1606.09248
LN000453,10453,40764,11.31,2023-10-12,Current,122813,<1 year,2024-07-08,2024-07-08,306.04,447.88,0,40316.12,Bucket 1 (Low Risk),0.02,0.6,40316.12,483.79344000000003
LN000454,10454,44102,13.09,2023-07-15,Fully Paid,104872,1 year,2024-07-09,2024-07-12,1386.75,554.08,3,43547.92,Bucket 1 (Low Risk),0.02,0.6,43547.92,522.57504
LN000455,10455,38590,8.56,2022-07-08,Current,91254,1 year,2022-09-06,2022-09-06,980.75,1105.17,0,37484.83,Bucket 1 (Low Risk),0.02,0.6,37484.83,449.81796
LN000456,10456,8564,21.32,2023-07-17,Current,169091,<1 year,2023-12-14,2023-12-13,536.9,600.83,-1,7963.17,Current,0.01,0.6,7963.17,47.77902
LN000457,10457,43049,14.77,2022-12-05,Current,86481,<1 year,2023-05-04,2023-05-03,681.34,1380.14,-1,41668.86,Current,0.01,0.6,41668.86,250.01316
LN000458,10458,34533,11.91,2023-11-07,Current,178136,1 year,2024-09-02,2024-09-05,1450.39,1269.24,3,33263.76,Bucket 1 (Low Risk),0.02,0.6,33263.76,399.16512000000006
LN000459,10459,16051,6.09,2022-09-10,Default,139327,2 years,2023-03-09,,461.17,0.0,1215,16051.0,Default / Write-Off,1.0,0.6,16051.0,9630.6
LN000460,10460,26729,21.8,2023-04-19,Current,105077,3 years,2024-01-14,2024-01-13,1027.95,510.92,-1,26218.08,Current,0.01,0.6,26218.08,157.30848
LN000461,10461,23390,21.46,2022-05-24,Fully Paid,76493,2 years,2023-05-19,2023-05-18,1370.53,1172.91,-1,22217.09,Current,0.01,0.6,22217.09,133.30254
LN000462,10462,38238,17.37,2024-04-12,In Grace Period,131203,5 years,2024-08-10,2024-08-08,952.16,961.91,-2,37276.09,Current,0.01,0.6,37276.09,223.65653999999998
LN000463,10463,40368,14.5,2024-03-04,Current,127891,1 year,2024-12-29,2024-12-31,901.35,460.66,2,39907.34,Bucket 1 (Low Risk),0.02,0.6,39907.34,478.88807999999995
LN000464,10464,10934,13.14,2023-05-30,Current,87621,5 years,2024-04-24,2024-04-24,468.44,1208.65,0,9725.35,Bucket 1 (Low Risk),0.02,0.6,9725.35,116.7042
LN000465,10465,15434,9.22,2023-08-03,Late,63325,10+ years,2024-07-28,2024-10-02,348.5,945.26,66,14488.74,Bucket 3 (High Risk),0.25,0.6,14488.74,2173.3109999999997
LN000466,10466,36958,10.17,2022-09-28,Current,36221,10+ years,2023-01-26,2023-01-29,1401.48,765.71,3,36192.29,Bucket 1 (Low Risk),0.02,0.6,36192.29,434.30748
LN000467,10467,8043,6.72,2023-10-27,Current,161674,10+ years,2024-03-25,2024-03-27,984.19,994.36,2,7048.64,Bucket 1 (Low Risk),0.02,0.6,7048.64,84.58368
LN000468,10468,29684,17.77,2023-01-10,In Grace Period,45404,5 years,2023-06-09,2023-06-13,567.48,1467.21,4,28216.79,Bucket 1 (Low Risk),0.02,0.6,28216.79,338.60148000000004
LN000469,10469,31597,12.35,2024-06-07,Current,151382,5 years,2024-07-07,2024-07-07,575.99,827.88,0,30769.12,Bucket 1 (Low Risk),0.02,0.6,30769.12,369.22944
LN000470,10470,38720,17.58,2022-08-05,Current,66250,2 years,2023-06-01,2023-05-31,797.54,1093.33,-1,37626.67,Current,0.01,0.6,37626.67,225.76002
LN000471,10471,26641,18.96,2023-05-09,Late,150572,1 year,2024-03-04,2024-03-29,793.08,682.53,25,25958.47,Bucket 1 (Low Risk),0.02,0.6,25958.47,311.50164
LN000472,10472,20969,6.78,2023-08-11,In Grace Period,60317,10+ years,2024-05-07,2024-05-05,476.24,1368.96,-2,19600.04,Current,0.01,0.6,19600.04,117.60024000000001
LN000473,10473,15901,10.65,2022-07-04,In Grace Period,131287,5 years,2023-04-30,2023-04-28,1173.57,1354.21,-2,14546.79,Current,0.01,0.6,14546.79,87.28074000000001
LN000474,10474,23576,23.05,2022-08-10,Current,148578,3 years,2022-11-08,2022-11-09,1021.01,1296.44,1,22279.56,Bucket 1 (Low Risk),0.02,0.6,22279.56,267.35472000000004
LN000475,10475,43184,20.77,2022-07-06,Late,158904,2 years,2022-10-04,2022-11-21,1015.84,930.12,48,42253.88,Bucket 2 (Medium Risk),0.08,0.6,42253.88,2028.18624
LN000476,10476,9511,10.14,2023-01-30,Current,29341,1 year,2023-10-27,2023-10-31,1026.61,1291.82,4,8219.18,Bucket 1 (Low Risk),0.02,0.6,8219.18,98.63016
LN000477,10477,16627,14.57,2023-09-22,In Grace Period,164311,5 years,2023-11-21,2023-11-20,456.39,878.69,-1,15748.31,Current,0.01,0.6,15748.31,94.48986
LN000478,10478,44549,15.71,2022-01-02,Fully Paid,138114,5 years,2022-07-31,2022-08-03,1137.17,1349.79,3,43199.21,Bucket 1 (Low Risk),0.02,0.6,43199.21,518.39052
LN000479,10479,33112,10.13,2024-04-01,Current,124938,2 years,2025-01-26,2025-01-25,605.42,810.59,-1,32301.41,Current,0.01,0.6,32301.41,193.80846
LN000480,10480,20237,22.38,2022-03-27,Current,167535,3 years,2022-08-24,2022-08-25,1192.37,306.56,1,19930.44,Bucket 1 (Low Risk),0.02,0.6,19930.44,239.16528
LN000481,10481,5466,16.4,2022-05-01,In Grace Period,123311,10+ years,2022-08-29,2022-09-01,427.9,790.61,3,4675.39,Bucket 1 (Low Risk),0.02,0.6,4675.39,56.10468
LN000482,10482,32923,17.73,2022-09-17,Current,165536,3 years,2023-07-14,2023-07-17,1490.16,1034.26,3,31888.74,Bucket 1 (Low Risk),0.02,0.6,31888.74,382.66488000000004
LN000483,10483,31047,19.59,2023-02-28,In Grace Period,171161,3 years,2023-05-29,2023-06-01,880.51,970.91,3,30076.09,Bucket 1 (Low Risk),0.02,0.6,30076.09,360.91308000000004
LN000484,10484,25096,16.4,2024-03-03,Late,61193,10+ years,2024-05-02,2024-06-05,1139.17,501.94,34,24594.06,Bucket 2 (Medium Risk),0.08,0.6,24594.06,1180.5148800000002
LN000485,10485,15603,7.81,2023-06-05,Current,113719,5 years,2024-03-31,2024-03-29,1457.48,492.89,-2,15110.11,Current,0.01,0.6,15110.11,90.66066000000001
LN000486,10486,5346,20.48,2024-04-23,Current,139131,<1 year,2024-06-22,2024-06-24,396.05,566.12,2,4779.88,Bucket 1 (Low Risk),0.02,0.6,4779.88,57.358560000000004
LN000487,10487,7474,19.04,2023-02-15,Late,161578,2 years,2024-02-10,2024-05-01,1228.33,151.72,81,7322.28,Bucket 3 (High Risk),0.25,0.6,7322.28,1098.3419999999999
LN000488,10488,16486,17.53,2023-03-26,Current,160830,2 years,2023-07-24,2023-07-22,912.66,1240.75,-2,15245.25,Current,0.01,0.6,15245.25,91.4715
LN000489,10489,20182,17.07,2023-11-22,Current,87719,10+ years,2023-12-22,2023-12-22,631.12,404.21,0,19777.79,Bucket 1 (Low Risk),0.02,0.6,19777.79,237.33348
LN000490,10490,31177,12.36,2023-02-09,Current,77510,5 years,2023-03-11,2023-03-10,959.51,1403.01,-1,29773.99,Current,0.01,0.6,29773.99,178.64394000000001
LN000491,10491,41642,22.47,2022-12-23,Current,97484,1 year,2023-10-19,2023-10-20,784.75,845.71,1,40796.29,Bucket 1 (Low Risk),0.02,0.6,40796.29,489.55548000000005
LN000492,10492,5304,10.7,2023-02-21,In Grace Period,171441,<1 year,2023-11-18,2023-11-20,440.41,707.96,2,4596.04,Bucket 1 (Low Risk),0.02,0.6,4596.04,55.152480000000004
LN000493,10493,38638,23.22,2024-06-16,In Grace Period,175704,2 years,2025-06-11,2025-06-16,975.8,1459.27,5,37178.73,Bucket 1 (Low Risk),0.02,0.6,37178.73,446.14476
LN000494,10494,20943,19.63,2024-03-05,Current,145775,5 years,2024-04-04,2024-04-09,381.07,439.52,5,20503.48,Bucket 1 (Low Risk),0.02,0.6,20503.48,246.04176
LN000495,10495,46527,20.2,2022-08-14,Late,85274,2 years,2023-03-12,2023-05-01,311.67,564.85,50,45962.15,Bucket 2 (Medium Risk),0.08,0.6,45962.15,2206.1832
LN000496,10496,22258,10.47,2022-04-06,Current,114651,<1 year,2023-01-01,2023-01-01,724.25,871.87,0,21386.13,Bucket 1 (Low Risk),0.02,0.6,21386.13,256.63356000000005
LN000497,10497,42598,10.84,2024-02-04,Late,74851,3 years,2025-01-29,2025-02-28,590.47,311.38,30,42286.62,Bucket 1 (Low Risk),0.02,0.6,42286.62,507.43944000000005
LN000498,10498,22393,9.72,2022-07-27,Fully Paid,118330,1 year,2022-09-25,2022-09-24,1110.97,1404.23,-1,20988.77,Current,0.01,0.6,20988.77,125.93262
LN000499,10499,48478,14.87,2022-01-07,Default,166944,<1 year,2022-09-04,,745.44,0.0,1401,48478.0,Default / Write-Off,1.0,0.6,48478.0,29086.8
LN000500,10500,25671,14.86,2023-08-12,Fully Paid,153661,1 year,2024-05-08,2024-05-10,1200.2,777.46,2,24893.54,Bucket 1 (Low Risk),0.02,0.6,24893.54,298.72248
LN000501,10501,13404,6.97,2024-03-29,Current,166759,<1 year,2024-12-24,2024-12-27,1123.61,772.46,3,12631.54,Bucket 1 (Low Risk),0.02,0.6,12631.54,151.57848
LN000502,10502,16455,14.23,2022-05-04,Late,145604,2 years,2023-04-29,2023-05-05,552.9,110.64,6,16344.36,Bucket 1 (Low Risk),0.02,0.6,16344.36,196.13232000000002
LN000503,10503,43076,7.81,2023-01-06,Late,93078,1 year,2023-10-03,2023-11-10,865.61,313.43,38,42762.57,Bucket 2 (Medium Risk),0.08,0.6,42762.57,2052.60336
LN000504,10504,45179,12.18,2022-07-08,Current,80189,3 years,2023-07-03,2023-07-06,780.71,738.09,3,44440.91,Bucket 1 (Low Risk),0.02,0.6,44440.91,533.29092
LN000505,10505,34538,9.24,2022-05-15,Fully Paid,84917,<1 year,2023-05-10,2023-05-12,966.41,1264.91,2,33273.09,Bucket 1 (Low Risk),0.02,0.6,33273.09,399.27707999999996
LN000506,10506,29961,9.53,2024-03-30,Fully Paid,64203,3 years,2024-04-29,2024-04-29,461.37,805.82,0,29155.18,Bucket 1 (Low Risk),0.02,0.6,29155.18,349.86216
LN000507,10507,46330,15.31,2024-01-08,Current,152564,2 years,2024-06-06,2024-06-04,1128.65,778.08,-2,45551.92,Current,0.01,0.6,45551.92,273.31152
LN000508,10508,8934,9.88,2022-09-18,Current,50244,3 years,2023-09-13,2023-09-16,732.37,611.72,3,8322.28,Bucket 1 (Low Risk),0.02,0.6,8322.28,99.86736
LN000509,10509,41535,22.77,2022-09-21,Current,132940,<1 year,2023-03-20,2023-03-21,1079.84,992.22,1,40542.78,Bucket 1 (Low Risk),0.02,0.6,40542.78,486.51336
LN000510,10510,40287,9.14,2024-03-10,Current,110220,10+ years,2024-12-05,2024-12-10,836.32,1229.69,5,39057.31,Bucket 1 (Low Risk),0.02,0.6,39057.31,468.68771999999996
LN000511,10511,10138,12.86,2022-10-21,Current,62971,1 year,2023-09-16,2023-09-19,1034.77,806.18,3,9331.82,Bucket 1 (Low Risk),0.02,0.6,9331.82,111.98184
LN000512,10512,31527,21.28,2022-03-15,Current,115079,1 year,2022-09-11,2022-09-14,1152.52,1083.62,3,30443.38,Bucket 1 (Low Risk),0.02,0.6,30443.38,365.32056
LN000513,10513,44674,17.6,2022-10-05,Fully Paid,120201,10+ years,2023-08-01,2023-08-06,520.66,796.79,5,43877.21,Bucket 1 (Low Risk),0.02,0.6,43877.21,526.52652
LN000514,10514,6513,8.25,2022-08-29,Late,45988,1 year,2022-11-27,2023-01-21,376.55,192.71,55,6320.29,Bucket 2 (Medium Risk),0.08,0.6,6320.29,303.37392
LN000515,10515,36010,15.87,2022-01-27,Default,162358,<1 year,2022-03-28,,614.94,0.0,1561,36010.0,Default / Write-Off,1.0,0.6,36010.0,21606.0
LN000516,10516,15176,7.52,2023-02-04,Current,89853,10+ years,2023-07-04,2023-07-09,457.53,1051.78,5,14124.22,Bucket 1 (Low Risk),0.02,0.6,14124.22,169.49063999999998
LN000517,10517,16180,6.51,2023-11-11,Current,110249,3 years,2024-07-08,2024-07-10,462.14,958.25,2,15221.75,Bucket 1 (Low Risk),0.02,0.6,15221.75,182.661
LN000518,10518,40342,9.19,2023-09-04,Current,172845,3 years,2024-05-31,2024-06-02,877.98,1390.71,2,38951.29,Bucket 1 (Low Risk),0.02,0.6,38951.29,467.41548
LN000519,10519,19885,20.48,2023-03-29,Current,133056,2 years,2023-06-27,2023-06-29,927.98,312.67,2,19572.33,Bucket 1 (Low Risk),0.02,0.6,19572.33,234.86796000000004
LN000520,10520,13932,12.19,2023-04-26,In Grace Period,153956,3 years,2023-09-23,2023-09-21,1257.56,1219.04,-2,12712.96,Current,0.01,0.6,12712.96,76.27776
LN000521,10521,44125,10.16,2022-01-08,In Grace Period,74432,3 years,2022-10-05,2022-10-09,495.92,773.7,4,43351.3,Bucket 1 (Low Risk),0.02,0.6,43351.3,520.2156
LN000522,10522,47335,13.02,2023-01-23,Current,45764,3 years,2023-12-19,2023-12-20,1259.95,919.93,1,46415.07,Bucket 1 (Low Risk),0.02,0.6,46415.07,556.9808400000001
LN000523,10523,45187,20.54,2023-12-03,Current,164445,2 years,2024-06-30,2024-07-01,518.89,1324.18,1,43862.82,Bucket 1 (Low Risk),0.02,0.6,43862.82,526.35384
LN000524,10524,23978,7.99,2023-04-12,Late,96338,10+ years,2024-02-06,2024-04-13,323.27,269.01,67,23708.99,Bucket 3 (High Risk),0.25,0.6,23708.99,3556.3485
LN000525,10525,8252,23.45,2022-01-23,Current,51810,2 years,2022-06-22,2022-06-22,1172.53,1158.24,0,7093.76,Bucket 1 (Low Risk),0.02,0.6,7093.76,85.12512000000001
LN000526,10526,20257,7.62,2022-01-16,Current,114630,3 years,2022-06-15,2022-06-20,856.42,1497.56,5,18759.44,Bucket 1 (Low Risk),0.02,0.6,18759.44,225.11328
LN000527,10527,7079,11.94,2024-05-13,Default,63296,<1 year,2024-10-10,,1230.78,0.0,634,7079.0,Default / Write-Off,1.0,0.6,7079.0,4247.4
LN000528,10528,9678,15.78,2022-07-05,Current,90556,3 years,2022-08-04,2022-08-03,1157.62,1469.52,-1,8208.48,Current,0.01,0.6,8208.48,49.250879999999995
LN000529,10529,30218,19.88,2023-03-30,Current,33784,1 year,2023-11-25,2023-11-24,1478.54,925.37,-1,29292.63,Current,0.01,0.6,29292.63,175.75578000000002
LN000530,10530,35987,13.0,2022-11-16,Fully Paid,66579,10+ years,2023-11-11,2023-11-09,959.5,1193.67,-2,34793.33,Current,0.01,0.6,34793.33,208.75998
LN000531,10531,13004,10.56,2023-10-16,Current,119483,<1 year,2024-09-10,2024-09-11,583.16,1467.93,1,11536.07,Bucket 1 (Low Risk),0.02,0.6,11536.07,138.43284
LN000532,10532,33453,11.84,2022-06-21,Default,178274,<1 year,2023-01-17,,1246.97,0.0,1266,33453.0,Default / Write-Off,1.0,0.6,33453.0,20071.8
LN000533,10533,5585,23.44,2023-08-19,Default,149589,10+ years,2024-06-14,,485.99,0.0,752,5585.0,Default / Write-Off,1.0,0.6,5585.0,3351.0
LN000534,10534,10864,10.48,2023-05-27,Current,113715,10+ years,2023-06-26,2023-06-24,484.7,726.62,-2,10137.38,Current,0.01,0.6,10137.38,60.824279999999995
LN000535,10535,40150,20.25,2022-05-09,Current,108031,5 years,2023-04-04,2023-04-07,826.46,1266.63,3,38883.37,Bucket 1 (Low Risk),0.02,0.6,38883.37,466.60044000000005
LN000536,10536,17646,6.38,2023-01-22,Current,60319,2 years,2023-02-21,2023-02-26,970.83,1147.95,5,16498.05,Bucket 1 (Low Risk),0.02,0.6,16498.05,197.9766
LN000537,10537,40568,18.55,2022-07-14,In Grace Period,167506,2 years,2023-01-10,2023-01-15,1297.62,630.39,5,39937.61,Bucket 1 (Low Risk),0.02,0.6,39937.61,479.25132
LN000538,10538,41341,8.89,2023-06-28,Current,102508,2 years,2024-03-24,2024-03-27,1231.1,844.89,3,40496.11,Bucket 1 (Low Risk),0.02,0.6,40496.11,485.95332
LN000539,10539,38158,12.82,2022-07-09,Fully Paid,120440,5 years,2022-11-06,2022-11-09,1089.95,1165.2,3,36992.8,Bucket 1 (Low Risk),0.02,0.6,36992.8,443.91360000000003
LN000540,10540,40321,20.74,2022-07-14,In Grace Period,155429,5 years,2022-10-12,2022-10-14,1069.08,687.12,2,39633.88,Bucket 1 (Low Risk),0.02,0.6,39633.88,475.60656
LN000541,10541,12239,7.73,2023-11-06,Current,59019,1 year,2023-12-06,2023-12-07,529.94,428.47,1,11810.53,Bucket 1 (Low Risk),0.02,0.6,11810.53,141.72636
LN000542,10542,7085,16.28,2024-05-06,Current,153426,5 years,2025-03-02,2025-03-04,564.87,358.9,2,6726.1,Bucket 1 (Low Risk),0.02,0.6,6726.1,80.7132
LN000543,10543,9644,6.24,2022-08-02,Late,45960,3 years,2023-06-28,2023-07-10,1192.17,424.83,12,9219.17,Bucket 1 (Low Risk),0.02,0.6,9219.17,110.63004000000001
LN000544,10544,32259,20.8,2024-03-24,Late,94681,5 years,2024-04-23,2024-05-07,393.52,851.01,14,31407.99,Bucket 1 (Low Risk),0.02,0.6,31407.99,376.89588000000003
LN000545,10545,19149,23.29,2022-04-10,Current,85559,5 years,2022-11-06,2022-11-07,1088.25,531.74,1,18617.26,Bucket 1 (Low Risk),0.02,0.6,18617.26,223.40712
LN000546,10546,42357,17.26,2022-07-03,In Grace Period,171313,3 years,2023-06-28,2023-06-27,991.88,1219.54,-1,41137.46,Current,0.01,0.6,41137.46,246.82476
LN000547,10547,49203,14.26,2023-11-13,Current,52289,1 year,2024-02-11,2024-02-15,1089.04,905.63,4,48297.37,Bucket 1 (Low Risk),0.02,0.6,48297.37,579.56844
LN000548,10548,39989,23.97,2023-03-30,Fully Paid,107615,5 years,2023-09-26,2023-09-29,1059.89,794.81,3,39194.19,Bucket 1 (Low Risk),0.02,0.6,39194.19,470.33028
LN000549,10549,26197,16.95,2023-07-31,In Grace Period,123320,5 years,2024-07-25,2024-07-27,842.88,732.01,2,25464.99,Bucket 1 (Low Risk),0.02,0.6,25464.99,305.57988
LN000550,10550,31023,6.0,2022-02-05,Fully Paid,29273,5 years,2022-05-06,2022-05-08,1481.27,307.88,2,30715.12,Bucket 1 (Low Risk),0.02,0.6,30715.12,368.58144
LN000551,10551,19078,21.4,2022-01-23,Default,97340,5 years,2022-10-20,,967.59,0.0,1355,19078.0,Default / Write-Off,1.0,0.6,19078.0,11446.8
LN000552,10552,42461,8.78,2022-02-08,Current,65922,1 year,2022-07-08,2022-07-11,599.83,1367.55,3,41093.45,Bucket 1 (Low Risk),0.02,0.6,41093.45,493.1214
LN000553,10553,21793,20.6,2022-04-05,In Grace Period,174176,1 year,2023-03-31,2023-03-30,1251.49,1168.3,-1,20624.7,Current,0.01,0.6,20624.7,123.74820000000001
LN000554,10554,16331,14.79,2023-12-08,Late,49999,5 years,2024-11-02,2024-12-15,1270.01,133.63,43,16197.37,Bucket 2 (Medium Risk),0.08,0.6,16197.37,777.4737600000001
LN000555,10555,30005,7.41,2022-02-27,Fully Paid,112658,2 years,2022-09-25,2022-09-29,444.65,1416.3,4,28588.7,Bucket 1 (Low Risk),0.02,0.6,28588.7,343.06440000000003
LN000556,10556,19858,19.46,2024-05-19,Late,27997,10+ years,2025-04-14,2025-06-06,929.26,148.72,53,19709.28,Bucket 2 (Medium Risk),0.08,0.6,19709.28,946.04544
LN000557,10557,25926,15.72,2022-06-03,Current,82880,1 year,2022-07-03,2022-07-07,1203.41,1465.25,4,24460.75,Bucket 1 (Low Risk),0.02,0.6,24460.75,293.529
LN000558,10558,42699,15.09,2022-08-16,Current,128369,1 year,2022-11-14,2022-11-17,985.73,399.05,3,42299.95,Bucket 1 (Low Risk),0.02,0.6,42299.95,507.5994
LN000559,10559,8231,15.87,2022-09-26,Current,156549,3 years,2023-09-21,2023-09-21,877.11,1214.44,0,7016.56,Bucket 1 (Low Risk),0.02,0.6,7016.56,84.19872000000001
LN000560,10560,17983,14.78,2023-10-30,In Grace Period,172106,5 years,2024-10-24,2024-10-25,619.51,590.78,1,17392.22,Bucket 1 (Low Risk),0.02,0.6,17392.22,208.70664000000002
LN000561,10561,33184,11.82,2023-08-13,Current,133418,3 years,2024-02-09,2024-02-12,713.43,528.59,3,32655.41,Bucket 1 (Low Risk),0.02,0.6,32655.41,391.86492
LN000562,10562,47952,6.44,2022-11-09,Current,116676,5 years,2023-07-07,2023-07-07,1409.06,828.56,0,47123.44,Bucket 1 (Low Risk),0.02,0.6,47123.44,565.4812800000001
LN000563,10563,20301,9.59,2023-01-18,Current,47495,<1 year,2024-01-13,2024-01-11,1045.2,591.66,-2,19709.34,Current,0.01,0.6,19709.34,118.25604
LN000564,10564,14678,21.64,2024-04-19,Current,114986,10+ years,2024-06-18,2024-06-20,327.3,840.07,2,13837.93,Bucket 1 (Low Risk),0.02,0.6,13837.93,166.05516
LN000565,10565,18697,19.32,2022-08-05,Current,162171,2 years,2023-05-02,2023-05-07,1490.76,1047.65,5,17649.35,Bucket 1 (Low Risk),0.02,0.6,17649.35,211.79219999999998
LN000566,10566,48795,6.33,2023-08-20,Fully Paid,163097,<1 year,2024-01-17,2024-01-17,540.84,372.13,0,48422.87,Bucket 1 (Low Risk),0.02,0.6,48422.87,581.0744400000001
LN000567,10567,45498,10.88,2023-04-22,Late,27184,<1 year,2023-11-18,2024-02-15,1322.5,344.18,89,45153.82,Bucket 3 (High Risk),0.25,0.6,45153.82,6773.072999999999
LN000568,10568,48260,12.48,2022-04-21,Current,126324,1 year,2022-11-17,2022-11-16,881.59,1384.65,-1,46875.35,Current,0.01,0.6,46875.35,281.2521
LN000569,10569,44131,15.57,2022-07-10,Current,145058,5 years,2023-07-05,2023-07-03,1406.72,347.7,-2,43783.3,Current,0.01,0.6,43783.3,262.69980000000004
LN000570,10570,24983,12.0,2023-02-07,Late,29816,2 years,2024-01-03,2024-02-22,662.79,419.84,50,24563.16,Bucket 2 (Medium Risk),0.08,0.6,24563.16,1179.03168
LN000571,10571,37850,10.97,2022-03-05,Late,126494,<1 year,2022-11-30,2023-01-09,710.14,303.02,40,37546.98,Bucket 2 (Medium Risk),0.08,0.6,37546.98,1802.2550400000002
LN000572,10572,30745,17.82,2022-03-31,Late,161503,10+ years,2023-01-25,2023-04-20,800.8,717.87,85,30027.13,Bucket 3 (High Risk),0.25,0.6,30027.13,4504.0695
LN000573,10573,42545,8.75,2022-11-16,Fully Paid,111320,3 years,2023-08-13,2023-08-13,466.29,548.11,0,41996.89,Bucket 1 (Low Risk),0.02,0.6,41996.89,503.96268
LN000574,10574,40478,18.31,2022-07-27,Fully Paid,106002,10+ years,2023-07-22,2023-07-22,1390.8,816.08,0,39661.92,Bucket 1 (Low Risk),0.02,0.6,39661.92,475.94304
LN000575,10575,14512,17.81,2023-08-02,Fully Paid,108229,<1 year,2024-04-28,2024-04-27,1307.43,520.96,-1,13991.04,Current,0.01,0.6,13991.04,83.94624
LN000576,10576,14536,19.09,2024-02-23,Current,133538,3 years,2024-07-22,2024-07-27,1286.04,1194.73,5,13341.27,Bucket 1 (Low Risk),0.02,0.6,13341.27,160.09524000000002
LN000577,10577,46736,22.8,2022-10-08,Current,74265,<1 year,2023-01-06,2023-01-06,1483.15,331.44,0,46404.56,Bucket 1 (Low Risk),0.02,0.6,46404.56,556.8547199999999
LN000578,10578,45432,10.8,2023-08-04,Late,85865,1 year,2024-06-29,2024-07-07,1125.77,423.34,8,45008.66,Bucket 1 (Low Risk),0.02,0.6,45008.66,540.10392
LN000579,10579,36234,8.41,2024-05-16,Late,123031,1 year,2024-12-12,2025-02-17,496.54,526.46,67,35707.54,Bucket 3 (High Risk),0.25,0.6,35707.54,5356.131
LN000580,10580,19829,6.58,2024-02-22,Fully Paid,95741,3 years,2024-06-21,2024-06-22,379.36,1209.33,1,18619.67,Bucket 1 (Low Risk),0.02,0.6,18619.67,223.43604
LN000581,10581,33788,21.61,2023-05-17,Late,144942,1 year,2023-12-13,2024-02-07,1029.52,798.59,56,32989.41,Bucket 2 (Medium Risk),0.08,0.6,32989.41,1583.49168
LN000582,10582,29928,18.96,2023-02-08,Late,174929,5 years,2023-11-05,2024-01-16,1144.94,677.25,72,29250.75,Bucket 3 (High Risk),0.25,0.6,29250.75,4387.6125
LN000583,10583,7523,15.37,2023-04-08,Current,36119,1 year,2024-01-03,2024-01-07,347.1,1480.6,4,6042.4,Bucket 1 (Low Risk),0.02,0.6,6042.4,72.5088
LN000584,10584,30388,15.29,2023-10-08,Fully Paid,74768,2 years,2024-06-04,2024-06-08,1228.41,1361.28,4,29026.72,Bucket 1 (Low Risk),0.02,0.6,29026.72,348.32064
LN000585,10585,23737,14.3,2023-03-09,Current,39299,10+ years,2023-12-04,2023-12-04,1075.32,856.29,0,22880.71,Bucket 1 (Low Risk),0.02,0.6,22880.71,274.56852
LN000586,10586,10927,19.01,2022-04-26,Current,178471,10+ years,2023-01-21,2023-01-21,688.15,771.68,0,10155.32,Bucket 1 (Low Risk),0.02,0.6,10155.32,121.86384
LN000587,10587,6632,9.22,2023-08-28,Fully Paid,77935,3 years,2023-10-27,2023-10-29,1078.29,688.89,2,5943.11,Bucket 1 (Low Risk),0.02,0.6,5943.11,71.31732
LN000588,10588,15747,18.93,2022-05-07,Current,142807,10+ years,2022-11-03,2022-11-02,760.9,928.58,-1,14818.42,Current,0.01,0.6,14818.42,88.91052
